5,0,0,0,0,0,0,0,2,0,0,0,0,10,0,16,13,7,24,0,25,0,0,0,10,0,2,0,5,0,1,0,0,0,4,0,70,0,0,0,0,0,0,0,49,0,0,0,0,0
9,0,0,0,0,0,1,18,20,14,0,0,0,15,9,2,100,1,42,0,109,0,0,0,13,0,1,21,2,0,0,0,0,0,4,0,0,3,0,4,1,0,2,0,4,0,0,0,0,0
0,0,0,0,0,0,0,541,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
466,0,154,15,191,49,2,2,17,5,4,0,1,19,299,42,15,29,2654,2,2118,141,1,0,121,0,543,0,15,0,0,0,52,0,6,5,0,0,0,20,0,0,0,2,0,0,366,0,1,1
111,0,0,2,753,1,0,0,0,0,7,3,1,46,37,124,22,14,1474,0,473,1,0,0,6,0,2722,0,0,3,3,0,3,0,0,78,0,4,0,35,0,0,0,10,2,0,13,0,0,466
57,0,0,0,35,0,0,0,0,0,0,2,0,0,15,9,2,0,162,6,4,0,0,0,0,0,753,0,0,1,0,0,2,0,0,2,0,0,0,22,0,0,0,5,0,1,0,0,0,11
200,0,1,1,1,0,2,21,8,9,0,0,0,168,9,106,5,3,183,0,8,0,0,0,3,0,125,5,1,4,1,0,0,0,9,30,0,0,1,370,0,0,0,1,0,0,0,0,0,6
0,0,2,0,0,0,1,0,0,5,0,0,2,0,0,0,0,1,5,0,162,0,0,0,0,0,2,0,5,1,1,1,0,12,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,3,8,0,1224,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
85,0,0,0,0,6,1,2,0,0,0,0,0,9,126,7,0,4,132,0,56,0,0,1,12,0,4,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,229,0,0,0,0,0
4,0,1,0,0,1,2,6,6,5,0,12,0,17,45,9,3,30,40,9,206,0,0,0,3,0,29,2,0,5,1,0,0,6,6,0,10,0,0,16,0,0,0,1,5,1,0,0,2,0
0,1,1,0,3,1,0,9,0,3,0,4,4,13,29,1,0,4,69,2,152,0,0,0,3,2,18,7,1,1,0,2,2,0,2,0,0,4,3,11,0,0,0,1,18,0,0,0,0,1
14,2,1,0,53,0,0,19,6,0,2,0,2,2,1,569,3,9,54,0,0,0,0,0,4,0,559,1,22,0,0,0,0,0,70,40,0,0,0,14,0,0,0,0,0,0,7,0,0,0
0,0,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,0,15,0,33,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,169,0,0,0,0,0
29,0,0,0,7,0,0,0,0,0,0,0,0,34,1,7,30,9,9,0,8,0,0,0,12,0,25,8,8,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0
143,0,0,0,6,0,0,20,0,0,0,0,1,6,13,144,0,5,56,0,13,0,0,0,0,0,22,0,0,1,0,0,0,0,0,10,0,0,0,16,0,0,0,0,0,0,0,0,0,43
4,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,129,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0
8,0,1,0,0,0,0,1,0,2,0,0,3,1,0,130,0,24,53,0,18,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
2,0,2,0,0,0,2,0,2,0,8,0,0,0,41,0,0,17,36,0,7,10,0,0,4,1,0,0,8,0,0,0,0,151,0,0,0,0,1,0,0,0,0,0,25,52,4,0,0,0
57,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,161,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,8,0,0,0
417,0,0,5,41,0,2,5,0,0,0,0,0,74,4,302,60,11,6,2,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,0,3,0,0,0
73,3,0,0,0,0,0,54,1,0,0,0,0,120,46,6,3,0,17,2,2,0,0,0,0,0,120,11,5,3,1,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,0,0,0,2,1,3,24,4,78,0,0,0,25,43,9,1,13,69,0,75,0,0,0,0,0,112,3,2,5,1,4,0,0,5,0,0,3,1,184,0,0,0,0,10,2,0,0,0,0
183,0,5,9,31,1,137,5,1,0,1,0,7,12,12,26,22,32,127,0,9,0,0,0,12,0,45,0,0,1,1,0,0,0,2,1,1,0,0,4,0,0,1,0,0,17,4,3,0,0
1,0,0,2,0,4,7,0,0,0,5,0,0,0,5,3,3,3,25,0,7,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,163,12,0,0,0
0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,41,38,0,9,0,0,0,0,0,0,0,642,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0
7,0,0,0,0,0,0,0,3,0,0,0,1,3,6,4,0,0,102,0,270,0,0,0,2,0,23,0,4,1,7,7,3,0,8,0,11,32,2,8,0,2,0,7,5,3,0,0,0,2
5,3,0,6,0,2,0,2,1,0,0,0,0,1,46,21,17,5,91,0,105,0,0,0,0,0,1,0,1,0,1,0,10,0,0,1,2,1,2,5,0,0,0,0,2,0,81,0,0,0
52,0,3,1,1,4,0,0,2,2,0,4,2,12,17,3,0,1,87,2,67,0,0,0,10,0,9,4,7,2,13,4,6,0,32,0,0,12,0,2,0,0,0,2,1,1,0,0,0,1
8,0,2,0,1,5,0,1,0,0,4,0,0,0,9,0,38,0,3,0,21,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,15,0,24,0,0
21,0,2,0,38,6,0,0,3,0,11,0,2,18,62,3,4,6,252,0,156,1,0,0,16,0,92,5,7,8,0,5,8,1,6,6,14,13,0,33,0,3,1,7,10,3,5,14,1,10
5,0,0,1,0,0,0,0,0,0,2,0,5,2,4,4,0,1,19,32,103,0,0,0,0,0,3,0,3,2,1,1,7,0,0,0,0,4,0,34,0,1,0,0,0,2,1,0,0,0
7,4,0,2,119,0,0,39,1,1,0,0,2,1,2,760,22,9,82,4,36,0,0,0,9,4,264,24,47,0,0,0,0,6,14,0,5,1,1,2,269,0,0,0,1,0,18,0,0,1
3,0,0,0,0,0,1,0,0,0,0,0,0,0,753,0,0,0,4,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
